,mass_A,,,,mass_C,,,,mass_B,,mass_C
t,x,y,vx,vy,x,y,vx,vy,θ,ω,θ
1.000000E-03,3.447262E-03,3.338807E-03,0.000000E+00,-1.226250E-02,-3.392449E-03,3.338807E-03,0.000000E+00,-1.226250E-02,0.000000E+00,0.000000E+00,0.000000E+00
2.000000E-03,3.447262E-03,3.326545E-03,0.000000E+00,-1.226250E-02,-3.392449E-03,3.326545E-03,0.000000E+00,-1.226250E-02,0.000000E+00,0.000000E+00,0.000000E+00
3.000000E-03,3.447262E-03,3.304472E-03,0.000000E+00,-2.207250E-02,-3.392449E-03,3.304472E-03,0.000000E+00,-2.207250E-02,0.000000E+00,0.000000E+00,0.000000E+00
4.000000E-03,3.447262E-03,3.272590E-03,0.000000E+00,-3.188250E-02,-3.392449E-03,3.272590E-03,0.000000E+00,-3.188250E-02,0.000000E+00,0.000000E+00,0.000000E+00
5.000000E-03,3.447262E-03,3.230898E-03,0.000000E+00,-4.169250E-02,-3.392449E-03,3.230898E-03,0.000000E+00,-4.169250E-02,0.000000E+00,0.000000E+00,0.000000E+00
6.000000E-03,3.447262E-03,3.179395E-03,0.000000E+00,-5.150250E-02,-3.392449E-03,3.179395E-03,0.000000E+00,-5.150250E-02,0.000000E+00,0.000000E+00,0.000000E+00
7.000000E-03,3.447262E-03,3.118083E-03,0.000000E+00,-6.131250E-02,-3.392449E-03,3.118083E-03,0.000000E+00,-6.131250E-02,0.000000E+00,0.000000E+00,0.000000E+00
8.000000E-03,3.447262E-03,3.046960E-03,0.000000E+00,-7.112250E-02,-3.392449E-03,3.046960E-03,0.000000E+00,-7.112250E-02,0.000000E+00,0.000000E+00,0.000000E+00
9.000000E-03,3.447262E-03,2.966028E-03,0.000000E+00,-8.093250E-02,-3.392449E-03,2.966028E-03,0.000000E+00,-8.093250E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.000000E-02,3.447262E-03,2.875285E-03,0.000000E+00,-9.074250E-02,-3.392449E-03,2.875285E-03,0.000000E+00,-9.074250E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.100000E-02,3.447262E-03,2.774733E-03,0.000000E+00,-1.005525E-01,-3.392449E-03,2.774733E-03,0.000000E+00,-1.005525E-01,0.000000E+00,0.000000E+00,0.000000E+00
1.200000E-02,3.447262E-03,2.664370E-03,0.000000E+00,-1.103625E-01,-3.392449E-03,2.664370E-03,0.000000E+00,-1.103625E-01,0.000000E+00,0.000000E+00,0.000000E+00
1.300000E-02,3.447251E-03,2.611688E-03,-1.064308E-05,-5.268217E-02,-3.392460E-03,2.611665E-03,-1.064265E-05,-5.270486E-02,0.000000E+00,0.000000E+00,-1.900945E-04
1.400000E-02,3.447179E-03,2.594048E-03,-7.159904E-05,-1.764031E-02,-3.392531E-03,2.594010E-03,-7.159622E-05,-1.765545E-02,0.000000E+00,0.000000E+00,-3.168617E-04
1.500000E-02,3.447165E-03,2.588733E-03,-1.419374E-05,-5.314021E-03,-3.392546E-03,2.588689E-03,-1.419316E-05,-5.321089E-03,0.000000E+00,0.000000E+00,-3.760694E-04
1.600000E-02,3.447195E-03,2.587831E-03,2.982422E-05,-9.027499E-04,-3.392516E-03,2.587784E-03,2.982308E-05,-9.049538E-04,0.000000E+00,0.000000E+00,-3.945315E-04
1.700000E-02,3.447172E-03,2.588567E-03,-2.258478E-05,7.361830E-04,-3.392538E-03,2.588519E-03,-2.258390E-05,7.358356E-04,0.000000E+00,0.000000E+00,-3.974417E-04
1.800000E-02,3.447135E-03,2.589805E-03,-3.754698E-05,1.238537E-03,-3.392576E-03,2.589758E-03,-3.754553E-05,1.238681E-03,0.000000E+00,0.000000E+00,-3.962319E-04
1.900000E-02,3.447152E-03,2.591110E-03,1.761682E-05,1.304055E-03,-3.392558E-03,2.591063E-03,1.761614E-05,1.304502E-03,0.000000E+00,0.000000E+00,-3.924821E-04
2.000000E-02,3.447149E-03,2.592490E-03,-3.647227E-06,1.380398E-03,-3.392562E-03,2.592444E-03,-3.647091E-06,1.380994E-03,0.000000E+00,0.000000E+00,-3.874936E-04
2.100000E-02,3.447128E-03,2.593848E-03,-2.111559E-05,1.357759E-03,-3.392583E-03,2.593802E-03,-2.111477E-05,1.358185E-03,0.000000E+00,0.000000E+00,-3.839204E-04
2.200000E-02,3.447135E-03,2.595125E-03,7.065461E-06,1.276847E-03,-3.392576E-03,2.595079E-03,7.065183E-06,1.277265E-03,0.000000E+00,0.000000E+00,-3.804191E-04
